place_type,attribute_key,source_content_type_id,source_field,weighted_fill_rate,status,measured_fill_rate,measured_scope,measured_note
TOURIST_SPOT,SCENERY_QUALITY,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
ACTIVITY,PARKING_CONVENIENCE,28,parkingleports,7,LOW_COVERAGE,9.8,"레포츠(28) 부울경 200건 층화표본, seed 20260820. 상세 존재 82건 기준","parkingleports 8/82. 모집단 대비 실효 확보율은 약 4% / [다섯 범위 5번(기존 데이터 계산·추출) 시도] 주차장 표준데이터 부울경 2,494건(좌표 유효) 좌표로 TourAPI 부울경 장소 6,757건의 반경별 공영주차장 존재율을 계산했다. 직선거리 기준, OSRM 도보거리 미측정. TourAPI 레포츠(28) 467건 기준 100m 6.9% / 300m 19.9% / 500m 28.1%, 중앙거리 1,701m — 외곽이라 전 유형 중 가장 낮다. **이 값을 PARKING_CONVENIENCE에 넣지 않았다.** ""근처에 공영주차장이 있다""와 ""이 장소에 주차장이 있다""는 다른 사실이고, 장소 자체 주차장은 이 데이터에 없다. 반경 기준값도 판단이라 Attribute 층 규칙이 필요하다. 별도 키로 분리할지 보조 원천으로 쓸지는 미정 — P6 추천 확장에서 판단한다."
ACTIVITY,NOISE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 소음 수준을 주는 공공/전문 원천을 GO-125 세션 전체(§18~§31)에서 찾지 못했다. 규칙 추정 근거도 없다(subtype만으로 소음 여부 추정 불가). MVP 범위 제외, 필요 시 사용자 입력으로 보완 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
ACTIVITY,CROWD_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
ACTIVITY,PRICE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외(TOURIST_SPOT만 부분 예외)] GO-33: 대부분 PlaceType에 가격대 원천이 없다. TOURIST_SPOT은 부산명소정보(USAGE_AMOUNT 67.1%, GO-125 §29)가 부산 한정으로 존재하나 전체 base로 쓰기엔 지역·모집단이 작아 채택 아님. MVP 범위 제외, 부산명소정보는 정보 보강 후보로 other-source-survey.md에 별도 기록됨 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
ACTIVITY,BUSINESS_HOURS,28,usetimeleports,93,FREE_TEXT,96.3,"레포츠(28) 부울경 200건 층화표본, seed 20260820. 상세 존재 82건 기준",usetimeleports 79/82. 표본 200건 중 118건(59%)은 상세 자체가 원천에 없어 분모에서 뺐다. 모집단 대비 실효 확보율은 약 39%
ACTIVITY,RESERVATION_REQUIRED,,,0,SOURCE_SEARCH_PENDING,,,[GO-33 판정: MVP 제외] GO-33: 레포츠(28) 표본 실측 채움률 2.4%로 사실상 사용 불가(GO-66/GO-55). 대안 원천 없음. MVP 범위 제외 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
ACTIVITY,PHYSICAL_INTENSITY,FOREST_TRAIL,PMNTN_DFFL,0,SOURCE_SEARCH_PENDING,99.8,"산림청 등산로 부울경 448개 산 전량, 구간 13,624건. 기준일 2016-12-31. 장소 연결은 이름+시군구 기준만 측정, 좌표 매칭 미측정","[GO-33 판정: MVP 제외(접근 제약)] GO-33: WALKING_INTENSITY와 동일 사유(산림청 등산로 난이도, 대량 수집 불가). MVP 범위 제외 | 기존 기록: WALKING_INTENSITY와 동일 필드·동일 측정·동일 보류. 등산 외 ACTIVITY subtype은 이 원천이 덮지 않는다 / 다섯 탐색 범위 미완(GO-125). 이 원천의 부적합은 다른 원천 탐색을 끝냈다는 뜻이 아니라 계속 SOURCE_SEARCH_PENDING이다."
ACTIVITY,GROUP_SIZE_FIT,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
ACTIVITY,WEATHER_DEPENDENCY,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: 규칙 추정 후보] GO-33: 직접 관측 원천은 없으나 PlaceSubtypeCode로 실내/실외/날씨영향 유추가 가능할 수 있다(INDOOR_OUTDOOR와 유사 논리). 규칙 설계는 P2-A/P2-E 범위. 이 이슈에서는 ""규칙 추정 가능"" 판정만 내림 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
ACTIVITY,EXPERIENCE_DURATION,,,0,SOURCE_SEARCH_PENDING,,,[GO-33 판정: MVP 제외] GO-33: VISIT_DURATION과 동일 사유(산림청 등산로 소요시간 단위 불일치로 부적합). MVP 범위 제외 | 기존 기록: 산림청 등산로 실측 결과 이 용도로 부적합 — VISIT_DURATION 행과 동일 사유(산 단위 합계가 방문 소요가 아님) / 다섯 탐색 범위 미완(GO-125). 이 원천의 부적합은 다른 원천 탐색을 끝냈다는 뜻이 아니라 계속 SOURCE_SEARCH_PENDING이다.
ACCOMMODATION,PARKING_CONVENIENCE,32,parkinglodging,96,FREE_TEXT,,"[근접 계산 전용 범위] 주차장 표준데이터 부울경 2,494건(좌표 유효) × TourAPI 숙박(32) 부울경 460건. 직선거리 기준, OSRM 도보거리 미측정. 이 PlaceType의 모집단 base는 인허가이며 TourAPI는 그 부분집합이므로, 이 비율을 PlaceType 전체 커버리지나 연결률로 해석할 수 없다. base 모집단 기준 재측정 미실시","[다섯 범위 5번(기존 데이터 계산·추출) 시도] 주차장 표준데이터 부울경 2,494건(좌표 유효) 좌표로 TourAPI 부울경 장소 6,757건의 반경별 공영주차장 존재율을 계산했다. 직선거리 기준, OSRM 도보거리 미측정. TourAPI 숙박(32) 460건 기준 100m 14.6% / 300m 38.7% / 500m 49.8%, 중앙거리 506m. **이 값을 PARKING_CONVENIENCE에 넣지 않았다.** ""근처에 공영주차장이 있다""와 ""이 장소에 주차장이 있다""는 다른 사실이고, 장소 자체 주차장은 이 데이터에 없다. 반경 기준값도 판단이라 Attribute 층 규칙이 필요하다. 별도 키로 분리할지 보조 원천으로 쓸지는 미정 — P6 추천 확장에서 판단한다."
ACCOMMODATION,NOISE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 소음 수준을 주는 공공/전문 원천을 GO-125 세션 전체(§18~§31)에서 찾지 못했다. 규칙 추정 근거도 없다(subtype만으로 소음 여부 추정 불가). MVP 범위 제외, 필요 시 사용자 입력으로 보완 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
ACCOMMODATION,CROWD_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
ACCOMMODATION,PRICE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외(TOURIST_SPOT만 부분 예외)] GO-33: 대부분 PlaceType에 가격대 원천이 없다. TOURIST_SPOT은 부산명소정보(USAGE_AMOUNT 67.1%, GO-125 §29)가 부산 한정으로 존재하나 전체 base로 쓰기엔 지역·모집단이 작아 채택 아님. MVP 범위 제외, 부산명소정보는 정보 보강 후보로 other-source-survey.md에 별도 기록됨 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
ACCOMMODATION,BUSINESS_HOURS,32,checkintime,100,FREE_TEXT,,,
SHOP,PARKING_CONVENIENCE,38,parkingshopping,100,FREE_TEXT,,"[근접 계산 전용 범위] 주차장 표준데이터 부울경 2,494건(좌표 유효) × TourAPI 쇼핑(38) 부울경 1,555건. 직선거리 기준, OSRM 도보거리 미측정. 이 PlaceType의 모집단 base는 인허가이며 TourAPI는 그 부분집합이므로, 이 비율을 PlaceType 전체 커버리지나 연결률로 해석할 수 없다. base 모집단 기준 재측정 미실시","[다섯 범위 5번(기존 데이터 계산·추출) 시도] 주차장 표준데이터 부울경 2,494건(좌표 유효) 좌표로 TourAPI 부울경 장소 6,757건의 반경별 공영주차장 존재율을 계산했다. 직선거리 기준, OSRM 도보거리 미측정. TourAPI 쇼핑(38) 1,555건 기준 100m 9.3% / 300m 42.6% / 500m 62.0%, 중앙거리 346m — 전 유형 중 가장 높다. **이 값을 PARKING_CONVENIENCE에 넣지 않았다.** ""근처에 공영주차장이 있다""와 ""이 장소에 주차장이 있다""는 다른 사실이고, 장소 자체 주차장은 이 데이터에 없다. 반경 기준값도 판단이라 Attribute 층 규칙이 필요하다. 별도 키로 분리할지 보조 원천으로 쓸지는 미정 — P6 추천 확장에서 판단한다."
SHOP,NOISE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 소음 수준을 주는 공공/전문 원천을 GO-125 세션 전체(§18~§31)에서 찾지 못했다. 규칙 추정 근거도 없다(subtype만으로 소음 여부 추정 불가). MVP 범위 제외, 필요 시 사용자 입력으로 보완 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
SHOP,CROWD_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
SHOP,PRICE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외(TOURIST_SPOT만 부분 예외)] GO-33: 대부분 PlaceType에 가격대 원천이 없다. TOURIST_SPOT은 부산명소정보(USAGE_AMOUNT 67.1%, GO-125 §29)가 부산 한정으로 존재하나 전체 base로 쓰기엔 지역·모집단이 작아 채택 아님. MVP 범위 제외, 부산명소정보는 정보 보강 후보로 other-source-survey.md에 별도 기록됨 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
SHOP,BUSINESS_HOURS,38,opentime,100,FREE_TEXT,,,
RESTAURANT,PARKING_CONVENIENCE,39,parkingfood,93,FREE_TEXT,,"[근접 계산 전용 범위] 주차장 표준데이터 부울경 2,494건(좌표 유효) × TourAPI 음식점(39) 부울경 1,863건. 직선거리 기준, OSRM 도보거리 미측정. 이 PlaceType의 모집단 base는 인허가이며 TourAPI는 그 부분집합이므로, 이 비율을 PlaceType 전체 커버리지나 연결률로 해석할 수 없다. base 모집단 기준 재측정 미실시","[다섯 범위 5번(기존 데이터 계산·추출) 시도] 주차장 표준데이터 부울경 2,494건(좌표 유효) 좌표로 TourAPI 부울경 장소 6,757건의 반경별 공영주차장 존재율을 계산했다. 직선거리 기준, OSRM 도보거리 미측정. TourAPI 음식점(39) 1,863건 기준 100m 15.7% / 300m 41.2% / 500m 52.3%, 중앙거리 459m. 39는 RESTAURANT·CAFE·BAR가 섞여 있어 subtype별 분리 미측정. **이 값을 PARKING_CONVENIENCE에 넣지 않았다.** ""근처에 공영주차장이 있다""와 ""이 장소에 주차장이 있다""는 다른 사실이고, 장소 자체 주차장은 이 데이터에 없다. 반경 기준값도 판단이라 Attribute 층 규칙이 필요하다. 별도 키로 분리할지 보조 원천으로 쓸지는 미정 — P6 추천 확장에서 판단한다."
RESTAURANT,NOISE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 소음 수준을 주는 공공/전문 원천을 GO-125 세션 전체(§18~§31)에서 찾지 못했다. 규칙 추정 근거도 없다(subtype만으로 소음 여부 추정 불가). MVP 범위 제외, 필요 시 사용자 입력으로 보완 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
RESTAURANT,CROWD_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
RESTAURANT,PRICE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외(TOURIST_SPOT만 부분 예외)] GO-33: 대부분 PlaceType에 가격대 원천이 없다. TOURIST_SPOT은 부산명소정보(USAGE_AMOUNT 67.1%, GO-125 §29)가 부산 한정으로 존재하나 전체 base로 쓰기엔 지역·모집단이 작아 채택 아님. MVP 범위 제외, 부산명소정보는 정보 보강 후보로 other-source-survey.md에 별도 기록됨 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
RESTAURANT,BUSINESS_HOURS,39,opentimefood,100,FREE_TEXT,,,
RESTAURANT,WAITING_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
RESTAURANT,GROUP_SEATING,,,0,SOURCE_SEARCH_PENDING,,,[GO-33 판정: MVP 제외] GO-33: 단체석 여부를 주는 원천을 찾지 못했다. MVP 범위 제외 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
RESTAURANT,KIDS_FRIENDLY,39,kidsfacility,4,LOW_COVERAGE,1.5,"음식점(39) 부울경 200건 층화표본, seed 20260823","kidsfacility 3/200(1.5%). GO-125 세션 전체(§18~§31)에서 부울경 음식점 대상 아동친화 전용 원천을 탐색했으나 발견하지 못했다(관광지 chkbabycarriage 33.5%는 TOURIST_SPOT 표본이라 다른 PlaceType). GO-34: 대안 원천 없음, MVP 범위 제외 권장. 필요 시 사용자 입력으로 보완"
RESTAURANT,SOLO_DINING_SUITABILITY,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,PARKING_CONVENIENCE,39,parkingfood,93,FREE_TEXT,,"[근접 계산 전용 범위] 주차장 표준데이터 부울경 2,494건(좌표 유효) × TourAPI 음식점(39) 부울경 1,863건. 직선거리 기준, OSRM 도보거리 미측정. 이 PlaceType의 모집단 base는 인허가이며 TourAPI는 그 부분집합이므로, 이 비율을 PlaceType 전체 커버리지나 연결률로 해석할 수 없다. base 모집단 기준 재측정 미실시","[다섯 범위 5번(기존 데이터 계산·추출) 시도] 주차장 표준데이터 부울경 2,494건(좌표 유효) 좌표로 TourAPI 부울경 장소 6,757건의 반경별 공영주차장 존재율을 계산했다. 직선거리 기준, OSRM 도보거리 미측정. TourAPI 음식점(39) 1,863건 기준 500m 52.3%. 39는 RESTAURANT·CAFE·BAR가 섞여 있어 subtype별 분리 미측정. **이 값을 PARKING_CONVENIENCE에 넣지 않았다.** ""근처에 공영주차장이 있다""와 ""이 장소에 주차장이 있다""는 다른 사실이고, 장소 자체 주차장은 이 데이터에 없다. 반경 기준값도 판단이라 Attribute 층 규칙이 필요하다. 별도 키로 분리할지 보조 원천으로 쓸지는 미정 — P6 추천 확장에서 판단한다."
CAFE,NOISE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 소음 수준을 주는 공공/전문 원천을 GO-125 세션 전체(§18~§31)에서 찾지 못했다. 규칙 추정 근거도 없다(subtype만으로 소음 여부 추정 불가). MVP 범위 제외, 필요 시 사용자 입력으로 보완 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
CAFE,CROWD_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,PRICE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외(TOURIST_SPOT만 부분 예외)] GO-33: 대부분 PlaceType에 가격대 원천이 없다. TOURIST_SPOT은 부산명소정보(USAGE_AMOUNT 67.1%, GO-125 §29)가 부산 한정으로 존재하나 전체 base로 쓰기엔 지역·모집단이 작아 채택 아님. MVP 범위 제외, 부산명소정보는 정보 보강 후보로 other-source-survey.md에 별도 기록됨 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
CAFE,BUSINESS_HOURS,39,opentimefood,100,FREE_TEXT,,,
CAFE,SEAT_CAPACITY,39,scalefood,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 카페 내부환경 13개 키 중 하나로 GO-125 원 티켓에서 이미 ""확장 조사에서도 원천을 찾지 못함, 제거하지 않고 UNKNOWN 유지""로 확정됨. 이번 세션도 동일 결론 유지. MVP 범위 제외 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
CAFE,TABLE_SIZE,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: SEAT_CAPACITY와 동일 사유(카페 내부환경 13개 키, UNKNOWN 유지 기확정). MVP 범위 제외 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
CAFE,SEAT_SPACING,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,OUTLET_ACCESSIBILITY,,,0,SOURCE_SEARCH_PENDING,,,[GO-33 판정: MVP 제외] GO-33: SEAT_CAPACITY와 동일 사유. MVP 범위 제외 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,WIFI_STABILITY,,,0,SOURCE_SEARCH_PENDING,,,[GO-33 판정: MVP 제외] GO-33: SEAT_CAPACITY와 동일 사유. MVP 범위 제외 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,STAY_DURATION,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,SPACE_OPENNESS,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,INTERIOR_MOOD,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,NATURAL_LIGHT,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,WINDOW_VIEW,,,0,SOURCE_SEARCH_PENDING,,,[GO-33 판정: MVP 제외] GO-33: SEAT_CAPACITY와 동일 사유. MVP 범위 제외 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,DESSERT_VISUAL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
